Provincia;Concello;Parroquia;Lugar;
CORUÑA, A;ABEGONDO;Folgoso (Santa Dorotea);Cancela;
CORUÑA, A;ABEGONDO;Folgoso (Santa Dorotea);Coedo;
CORUÑA, A;ABEGONDO;Folgoso (Santa Dorotea);Igrexa, A;
CORUÑA, A;ABEGONDO;Folgoso (Santa Dorotea);Lameira, A;
CORUÑA, A;ABEGONDO;Folgoso (Santa Dorotea);Travesa, A;
CORUÑA, A;ABEGONDO;Folgoso (Santa Dorotea);Vao, O;
CORUÑA, A;ABEGONDO;Folgoso (Santa Dorotea);Vilar;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Angradoira;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Barrio;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Boucello;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Cerrado, O;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Currás, Os;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Fondo de Leiro;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Francés, O;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Francos;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Grobia, A;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Igrexa, A;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Loureiro, O;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Matiño, O;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Pedreira, A;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Picacheiro;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Piñeiro, O;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Regueiro, O;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Rúa, A;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Salgueira, A;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Soutelos;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Souto, O;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Torre, A;
CORUÑA, A;ABEGONDO;Leiro (Santaia);Vilardel;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Barral;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Cal, O;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Carballeira, A;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Carra, A;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Carreira, A;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Casarón, O;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Chamoín;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Curro, O;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Fraga, A;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Granxa, A;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Mero, O;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Pazo, O;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Rombo;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Seixo, O;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Souto, O;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Vielas, As;
CORUÑA, A;ABEGONDO;Limiñón (San Salvador);Xesteira, A;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Andrís;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Beldoña;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Bieiteiro, O;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Borreiros;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Castro de Vilamarín, O;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Couto;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Covela, A;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Cruceiro, O;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Curriño;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Curro, O;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Curros;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Ferrería, A;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Igrexa, A;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Lamansián;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Láncara;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Marces;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Monte, O;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Outón;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Outrís;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Pastoriza;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Penedo, O;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Pousada;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Raíña, A;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Regueiro, O;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Souto do Val, O;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Souto Grande, O;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Torre, A;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Torreiro;
CORUÑA, A;ABEGONDO;Mabegondo (San Tirso);Vilamarín;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Axilda, A;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Castro, O;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Cima de Vila;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Corredoiras, As;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Couto;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Fixoi;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Fontao;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Francés, O;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Gobia;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Penedo, O;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Pereira, A;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Souto, O;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Vieiro, O;
CORUÑA, A;ABEGONDO;Meangos (Santiago);Vilar, O;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Ar;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Campo do Monte, O;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Carballas, As;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Casanova, A;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Couto do Medio, O;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Couto, O;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Empalme, O;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Fraga, A;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Franco, O;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Nogueiras, As;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Pazo, O;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Quintán;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);San Bartolomeu;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Santín;
CORUÑA, A;ABEGONDO;Montouto (Santa Cristina);Taberna Nova, A;
CORUÑA, A;ABEGONDO;Orto (San Martiño);Ceán;
CORUÑA, A;ABEGONDO;Orto (San Martiño);Orto de Arriba;
CORUÑA, A;ABEGONDO;Orto (San Martiño);San Román;
CORUÑA, A;ABEGONDO;Orto (San Martiño);Seixurra;
CORUÑA, A;ABEGONDO;Presedo (Santa María);Agra, A;
CORUÑA, A;ABEGONDO;Presedo (Santa María);Ascarís;
CORUÑA, A;ABEGONDO;Presedo (Santa María);Axilda, A;
CORUÑA, A;ABEGONDO;Presedo (Santa María);Barral, O;
CORUÑA, A;ABEGONDO;Presedo (Santa María);Bedugos, Os;
CORUÑA, A;ABEGONDO;Presedo (Santa María);Brandián;
CORUÑA, A;ABEGONDO;Presedo (Santa María);Campo de Nosa Señora da Saleta;
CORUÑA, A;ABEGONDO;Presedo (Santa María);Costa, A;
CORUÑA, A;ABEGONDO;Presedo (Santa María);Estanco, O;
CORUÑA, A;ABEGONDO;Presedo (Santa María);Lama, A;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Aquelabanda;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Ardexurxo;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Ardilleiros;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Barreiros;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Bordel;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Bordelle;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Calle, A;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Cruz de Beira;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Desabanda;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Fontán;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Nogueiral, O;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Rueiro, O;
CORUÑA, A;ABEGONDO;Sarandós (Santa María);Xeixade;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Aroxa, A;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Atá, A;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Bouzoa;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Carrís, Os;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Chan, A;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Coto, O;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Fontenla;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Freán;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Monte, O;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Montiño, O;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Picho, O;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);San Paio;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Vieiro, O;
CORUÑA, A;ABEGONDO;Vilacova (San Tomé);Xesteira, A;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Currás, Os;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Fontefría, A;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Fraga, A;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Granxa, A;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Lagoa, A;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Louros, Os;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Pazo, O;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Pega, A;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Penoi;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Petón, O;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Poceira, A;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Pousada;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Regueira, A;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Samede;
CORUÑA, A;ABEGONDO;Viós (San Salvador);Souto, O;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Balvís;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Carballal, O;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Castro, O;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Cruz, A;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Currás, Os;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Ferrás;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Fondo da Aldea;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Fraga, A;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Gudín;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Malata, A;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Penedo, O;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Pociñas;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Pozo, O;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Ribela, A;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Seixo, O;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Su a Ermida;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Tarroeira, A;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Valadas, As;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Verdella, A;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Vilar, O;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Vorducedo Grande;
CORUÑA, A;ABEGONDO;Vizoño (San Pedro);Vorducedo Pequeno;
PONTEVEDRA;AGOLADA;Agra (San Miguel);Aldea de Baixo;
PONTEVEDRA;AGOLADA;Agra (San Miguel);Aldea de Riba;
PONTEVEDRA;AGOLADA;Agra (San Miguel);Outeiro, O;
PONTEVEDRA;AGOLADA;Agra (San Miguel);Pereiro, O;
PONTEVEDRA;AGOLADA;Agra (San Miguel);Serra, A;
PONTEVEDRA;AGOLADA;Agra (San Miguel);Souto, O;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Artoño;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Ascontra;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Buxel;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Campo Simón;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Capela, A;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Cartas;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Cendoi;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Coto, O;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Outeiro;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Quintas;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Traspenas;
PONTEVEDRA;AGOLADA;Artoño (Santalla);Vilar;
PONTEVEDRA;AGOLADA;Baíña, A (San Pedro);Albergue;
PONTEVEDRA;AGOLADA;Baíña, A (San Pedro);Braña, A;
PONTEVEDRA;AGOLADA;Baíña, A (San Pedro);Brandariz;
PONTEVEDRA;AGOLADA;Baíña, A (San Pedro);Casas Novas, As;
PONTEVEDRA;AGOLADA;Baíña, A (San Pedro);Castro;
PONTEVEDRA;AGOLADA;Baíña, A (San Pedro);Eirexe, A;
PONTEVEDRA;AGOLADA;Baíña, A (San Pedro);Martiña, A;
PONTEVEDRA;AGOLADA;Baíña, A (San Pedro);Valiña;
PONTEVEDRA;AGOLADA;Basadre (Santa María);Lama, A;
PONTEVEDRA;AGOLADA;Basadre (Santa María);Outeiro de Reis;
PONTEVEDRA;AGOLADA;Basadre (Santa María);Santa María;
PONTEVEDRA;AGOLADA;Basadre (Santa María);Santo Estevo;
PONTEVEDRA;AGOLADA;Basadre (Santa María);Souto, O;
PONTEVEDRA;AGOLADA;Berredo (Santa María);Almacén, O;
PONTEVEDRA;AGOLADA;Berredo (Santa María);Barrio;
PONTEVEDRA;AGOLADA;Berredo (Santa María);Casa de Ascontra, A;
PONTEVEDRA;AGOLADA;Berredo (Santa María);Casiñas, As;
PONTEVEDRA;AGOLADA;Berredo (Santa María);Cornella;
PONTEVEDRA;AGOLADA;Berredo (Santa María);Corval, O;
PONTEVEDRA;AGOLADA;Berredo (Santa María);Eirexe, A;
PONTEVEDRA;AGOLADA;Berredo (Santa María);Pradeiro, O;
PONTEVEDRA;AGOLADA;Berredo (Santa María);Quintá;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Bugalleira, A;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Cabanelas;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Castro;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Cezobre;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Couso;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Cristín;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Ermida, A;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Guillerma, A;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Meixide;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Penedo, O;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Penelas, As;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Ponte do Muíño, A;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Quinteiro, O;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Reboredo;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Rego Traveso;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Sa;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);San Miguel;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Torre, A;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Vila, A;
PONTEVEDRA;AGOLADA;Borraxeiros (San Cristovo);Vilanova;
PONTEVEDRA;AGOLADA;Brántega (San Lourenzo);Carballa, A;
PONTEVEDRA;AGOLADA;Brántega (San Lourenzo);Casal, O;
PONTEVEDRA;AGOLADA;Brántega (San Lourenzo);Castro;
PONTEVEDRA;AGOLADA;Brántega (San Lourenzo);Eirexe, A;
PONTEVEDRA;AGOLADA;Brántega (San Lourenzo);Feira Nova, A;
PONTEVEDRA;AGOLADA;Brántega (San Lourenzo);Fondo de Brántega;
PONTEVEDRA;AGOLADA;Brántega (San Lourenzo);Moas;
PONTEVEDRA;AGOLADA;Brántega (San Lourenzo);Sobrado;
PONTEVEDRA;AGOLADA;Brántega (San Lourenzo);Torres, As;
PONTEVEDRA;AGOLADA;Brántega (San Lourenzo);Vilanova;
PONTEVEDRA;AGOLADA;Brántega (San Lourenzo);Vilar, O;
PONTEVEDRA;AGOLADA;Brocos (San Miguel);Barrio;
PONTEVEDRA;AGOLADA;Brocos (San Miguel);Brocos;
PONTEVEDRA;AGOLADA;Brocos (San Miguel);Bugallal, O;
PONTEVEDRA;AGOLADA;Brocos (San Miguel);Marquesado, O;
PONTEVEDRA;AGOLADA;Brocos (San Miguel);Quintela;
PONTEVEDRA;AGOLADA;Carmoega (San Pedro);Casquive;
PONTEVEDRA;AGOLADA;Carmoega (San Pedro);Devesa, A;
PONTEVEDRA;AGOLADA;Carmoega (San Pedro);Eirexe;
PONTEVEDRA;AGOLADA;Carmoega (San Pedro);Filgueira, A;
PONTEVEDRA;AGOLADA;Carmoega (San Pedro);Paradela;
PONTEVEDRA;AGOLADA;Carmoega (San Pedro);Pazos;
PONTEVEDRA;AGOLADA;Carmoega (San Pedro);Quián;
PONTEVEDRA;AGOLADA;Carmoega (San Pedro);Santandré;
PONTEVEDRA;AGOLADA;Eidián (Santiago);Amance;
PONTEVEDRA;AGOLADA;Eidián (Santiago);Basadroa;
PONTEVEDRA;AGOLADA;Eidián (Santiago);Eidián;
PONTEVEDRA;AGOLADA;Eidián (Santiago);Galegos;
PONTEVEDRA;AGOLADA;Eidián (Santiago);Lama, A;
PONTEVEDRA;AGOLADA;Esperante (San Cibrao);Esperante;
PONTEVEDRA;AGOLADA;Esperante (San Cibrao);Penela, A;
PONTEVEDRA;AGOLADA;Esperante (San Cibrao);San Cibrao;
PONTEVEDRA;AGOLADA;Ferreiroa (San Pedro);Agolada;
PONTEVEDRA;AGOLADA;Ferreiroa (San Pedro);Bidueiros;
PONTEVEDRA;AGOLADA;Ferreiroa (San Pedro);Costa, A;
PONTEVEDRA;AGOLADA;Ferreiroa (San Pedro);Ferreiroa;
PONTEVEDRA;AGOLADA;Ferreiroa (San Pedro);Fonte de Cántaras;
PONTEVEDRA;AGOLADA;Ferreiroa (San Pedro);Pontillón, O;
PONTEVEDRA;AGOLADA;Gurgueiro (San Miguel);Gurgueiro;
PONTEVEDRA;AGOLADA;Gurgueiro (San Miguel);Laxosa;
PONTEVEDRA;AGOLADA;Gurgueiro (San Miguel);San Miguel;
PONTEVEDRA;AGOLADA;Merlín (San Pedro);Friúce;
PONTEVEDRA;AGOLADA;Merlín (San Pedro);Marcelín;
PONTEVEDRA;AGOLADA;Merlín (San Pedro);Merlín;
PONTEVEDRA;AGOLADA;Merlín (San Pedro);Vila Grande, A;
PONTEVEDRA;AGOLADA;Órrea (Santo André);Carderón;
PONTEVEDRA;AGOLADA;Órrea (Santo André);Carromao;
PONTEVEDRA;AGOLADA;Órrea (Santo André);Cima de Vila;
PONTEVEDRA;AGOLADA;Órrea (Santo André);Costela;
PONTEVEDRA;AGOLADA;Órrea (Santo André);Enfesta, A;
PONTEVEDRA;AGOLADA;Órrea (Santo André);Órrea;
PONTEVEDRA;AGOLADA;Órrea (Santo André);Pallares, Os;
PONTEVEDRA;AGOLADA;Órrea (Santo André);Sisto, O;
PONTEVEDRA;AGOLADA;Órrea (Santo André);Vilariño;
PONTEVEDRA;AGOLADA;Ramil (San Martiño);Outeiro;
PONTEVEDRA;AGOLADA;Ramil (San Martiño);Ramil;
PONTEVEDRA;AGOLADA;San Paio de Bais (San Paio);Cacharenzo;
PONTEVEDRA;AGOLADA;San Paio de Bais (San Paio);Casas Novas, As;
PONTEVEDRA;AGOLADA;San Paio de Bais (San Paio);Costela;
PONTEVEDRA;AGOLADA;San Paio de Bais (San Paio);San Paio de Bais;
PONTEVEDRA;AGOLADA;Santa Comba (San Xoán);Astrar;
PONTEVEDRA;AGOLADA;Santa Comba (San Xoán);Carral;
PONTEVEDRA;AGOLADA;Santa Comba (San Xoán);Castro;
PONTEVEDRA;AGOLADA;Santa Comba (San Xoán);Garlín;
PONTEVEDRA;AGOLADA;Santa Comba (San Xoán);Quintela;
PONTEVEDRA;AGOLADA;Santa Comba (San Xoán);Santa Comba;
PONTEVEDRA;AGOLADA;Santa Comba (San Xoán);Santán;
PONTEVEDRA;AGOLADA;Santa Comba (San Xoán);Valadoiro, O;
PONTEVEDRA;AGOLADA;Sesto (San Cibrao);Campo;
PONTEVEDRA;AGOLADA;Sesto (San Cibrao);Sesto;
PONTEVEDRA;AGOLADA;Sexo, O (Santiago);Costa, A;
PONTEVEDRA;AGOLADA;Sexo, O (Santiago);Sexo, O;
PONTEVEDRA;AGOLADA;Sexo, O (Santiago);Souto, O;
PONTEVEDRA;AGOLADA;Trabancas, As (San Mamede);Aián;
PONTEVEDRA;AGOLADA;Trabancas, As (San Mamede);Couso;
PONTEVEDRA;AGOLADA;Trabancas, As (San Mamede);Lamas;
PONTEVEDRA;AGOLADA;Trabancas, As (San Mamede);Romariz;
PONTEVEDRA;AGOLADA;Trabancas, As (San Mamede);Trabancas, As;
PONTEVEDRA;AGOLADA;Trabancas, As (San Mamede);Trascastro;
PONTEVEDRA;AGOLADA;Trabancas, As (San Mamede);Val, O;
PONTEVEDRA;AGOLADA;Val de Sangorza (Santa María);Carrizos, Os;
PONTEVEDRA;AGOLADA;Val de Sangorza (Santa María);Castro, O;
PONTEVEDRA;AGOLADA;Val de Sangorza (Santa María);Cebolido;
PONTEVEDRA;AGOLADA;Val de Sangorza (Santa María);Sa;
PONTEVEDRA;AGOLADA;Val de Sangorza (Santa María);Sangorza;
PONTEVEDRA;AGOLADA;Val de Sangorza (Santa María);Sino, O;
PONTEVEDRA;AGOLADA;Val de Sangorza (Santa María);Val;
PONTEVEDRA;AGOLADA;Val de Sangorza (Santa María);Vilameá;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Aldea do Monte, A;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Axiaz;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Buxán;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Cartimil;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Eirexe, A;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Grixanova;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Laxe;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Quintela;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Río;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Toxás, Os;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Treilamas;
PONTEVEDRA;AGOLADA;Ventosa (San Xulián);Vilar;
PONTEVEDRA;AGOLADA;Vilariño (Santa María);Eirexe, A;
PONTEVEDRA;AGOLADA;Vilariño (Santa María);Lagoa, A;
PONTEVEDRA;AGOLADA;Vilariño (Santa María);Ponte Vilariño, A;
PONTEVEDRA;AGOLADA;Vilariño (Santa María);Velpellós;
PONTEVEDRA;AGOLADA;Vilariño (Santa María);Vilariño;
LUGO;ALFOZ;Adelán (Santiago);Abeledo;
LUGO;ALFOZ;Adelán (Santiago);Cadeirido;
LUGO;ALFOZ;Adelán (Santiago);Cales, As;
LUGO;ALFOZ;Adelán (Santiago);Camariña, A;
LUGO;ALFOZ;Adelán (Santiago);Cancela, A;
LUGO;ALFOZ;Adelán (Santiago);Casás, Os;
LUGO;ALFOZ;Adelán (Santiago);Clavos;
LUGO;ALFOZ;Adelán (Santiago);Corbite;
LUGO;ALFOZ;Adelán (Santiago);Coto, O;
LUGO;ALFOZ;Adelán (Santiago);Cristo, O;
LUGO;ALFOZ;Adelán (Santiago);Enxameado, O;
LUGO;ALFOZ;Adelán (Santiago);Fachelas;
LUGO;ALFOZ;Adelán (Santiago);Fonte da Bestra, A;
LUGO;ALFOZ;Adelán (Santiago);Igrexa, A;
LUGO;ALFOZ;Adelán (Santiago);Lama, A;
LUGO;ALFOZ;Adelán (Santiago);Martilla, A;
LUGO;ALFOZ;Adelán (Santiago);Novás, Os;
LUGO;ALFOZ;Adelán (Santiago);Orden, A;
LUGO;ALFOZ;Adelán (Santiago);Pías;
LUGO;ALFOZ;Adelán (Santiago);Pouso, O;
LUGO;ALFOZ;Adelán (Santiago);Presa Boa;
LUGO;ALFOZ;Adelán (Santiago);Rebolada, A;
LUGO;ALFOZ;Adelán (Santiago);Rexedoira, A;
LUGO;ALFOZ;Adelán (Santiago);Suasbarras;
LUGO;ALFOZ;Adelán (Santiago);Torrillón;
LUGO;ALFOZ;Adelán (Santiago);Vilar, O;
LUGO;ALFOZ;Adelán (Santiago);Vixín;
LUGO;ALFOZ;Bacoi (Santa María);Canaledo;
LUGO;ALFOZ;Bacoi (Santa María);Castrillón, O;
LUGO;ALFOZ;Bacoi (Santa María);Cima de Vila;
LUGO;ALFOZ;Bacoi (Santa María);Costiña, A;
LUGO;ALFOZ;Bacoi (Santa María);Esmoriz;
LUGO;ALFOZ;Bacoi (Santa María);Faia, A;
LUGO;ALFOZ;Bacoi (Santa María);Gorvidal, O;
LUGO;ALFOZ;Bacoi (Santa María);Igrexa, A;
LUGO;ALFOZ;Bacoi (Santa María);Leas, As;
LUGO;ALFOZ;Bacoi (Santa María);Milicroca, A;
LUGO;ALFOZ;Bacoi (Santa María);Piñeiro, O;
LUGO;ALFOZ;Bacoi (Santa María);Rolle;
LUGO;ALFOZ;Bacoi (Santa María);Santo Antonio;
LUGO;ALFOZ;Bacoi (Santa María);Vilar, O;
LUGO;ALFOZ;Carballido (San Sebastián);Agueira, A;
LUGO;ALFOZ;Carballido (San Sebastián);Allegue;
LUGO;ALFOZ;Carballido (San Sebastián);Barbeito;
