Provincia;Concello;Parroquia;Lugar;
LUGO;MURAS;Ambosores (Santa María);Santar de Baixo;
LUGO;MURAS;Balsa, A (Santa María);Aguillal, O;
LUGO;MURAS;Balsa, A (Santa María);Alto, O;
LUGO;MURAS;Balsa, A (Santa María);Bargañas, As;
LUGO;MURAS;Balsa, A (Santa María);Bustate;
LUGO;MURAS;Balsa, A (Santa María);Cabana;
LUGO;MURAS;Balsa, A (Santa María);Carreiros;
LUGO;MURAS;Balsa, A (Santa María);Carrís, Os;
LUGO;MURAS;Balsa, A (Santa María);Casa Lousada, A;
LUGO;MURAS;Balsa, A (Santa María);Castro, O;
LUGO;MURAS;Balsa, A (Santa María);Cotelo, O;
LUGO;MURAS;Balsa, A (Santa María);Currás;
LUGO;MURAS;Balsa, A (Santa María);Ferreiro;
LUGO;MURAS;Balsa, A (Santa María);Ferreiros;
LUGO;MURAS;Balsa, A (Santa María);Fonqueixeira, A;
LUGO;MURAS;Balsa, A (Santa María);Orxás, Os;
LUGO;MURAS;Balsa, A (Santa María);Pardiñas;
LUGO;MURAS;Balsa, A (Santa María);Pereiros, Os;
LUGO;MURAS;Balsa, A (Santa María);Ponte Bermuz;
LUGO;MURAS;Balsa, A (Santa María);Ponte, A;
LUGO;MURAS;Balsa, A (Santa María);Rego;
LUGO;MURAS;Balsa, A (Santa María);Suapena;
LUGO;MURAS;Balsa, A (Santa María);Taboi;
LUGO;MURAS;Balsa, A (Santa María);Vilariño;
LUGO;MURAS;Burgo, O (Santa María);Agreste;
LUGO;MURAS;Burgo, O (Santa María);Armada, A;
LUGO;MURAS;Burgo, O (Santa María);Baamonde;
LUGO;MURAS;Burgo, O (Santa María);Barral, O;
LUGO;MURAS;Burgo, O (Santa María);Batán, O;
LUGO;MURAS;Burgo, O (Santa María);Beira do Río;
LUGO;MURAS;Burgo, O (Santa María);Cabeceira, A;
LUGO;MURAS;Burgo, O (Santa María);Cal do Baño;
LUGO;MURAS;Burgo, O (Santa María);Carelle Grande;
LUGO;MURAS;Burgo, O (Santa María);Carracedo;
LUGO;MURAS;Burgo, O (Santa María);Carregal, O;
LUGO;MURAS;Burgo, O (Santa María);Casanova, A;
LUGO;MURAS;Burgo, O (Santa María);Castiñeiras;
LUGO;MURAS;Burgo, O (Santa María);Folgueiras, As;
LUGO;MURAS;Burgo, O (Santa María);Fragarrara;
LUGO;MURAS;Burgo, O (Santa María);Goibetas;
LUGO;MURAS;Burgo, O (Santa María);Inciñán;
LUGO;MURAS;Burgo, O (Santa María);Maciñeira Pequena, A;
LUGO;MURAS;Burgo, O (Santa María);Outeiro, O;
LUGO;MURAS;Burgo, O (Santa María);Panceira, A;
LUGO;MURAS;Burgo, O (Santa María);Porto do Río;
LUGO;MURAS;Burgo, O (Santa María);Reboiras, As;
LUGO;MURAS;Burgo, O (Santa María);Rúa, A;
LUGO;MURAS;Burgo, O (Santa María);Sanguñedo;
LUGO;MURAS;Burgo, O (Santa María);Seilán;
LUGO;MURAS;Burgo, O (Santa María);Seixo, O;
LUGO;MURAS;Burgo, O (Santa María);Serra, A;
LUGO;MURAS;Burgo, O (Santa María);Suarriba;
LUGO;MURAS;Burgo, O (Santa María);Vila Vella;
LUGO;MURAS;Irixoa (San Xillao);Acivreiros, Os;
LUGO;MURAS;Irixoa (San Xillao);Arealba;
LUGO;MURAS;Irixoa (San Xillao);Buriz;
LUGO;MURAS;Irixoa (San Xillao);Couce, O;
LUGO;MURAS;Irixoa (San Xillao);Igrexa, A;
LUGO;MURAS;Irixoa (San Xillao);Liñeiro;
LUGO;MURAS;Irixoa (San Xillao);Pascal;
LUGO;MURAS;Irixoa (San Xillao);Pazo;
LUGO;MURAS;Irixoa (San Xillao);Pedreira, A;
LUGO;MURAS;Irixoa (San Xillao);Pico, O;
LUGO;MURAS;Irixoa (San Xillao);Porto, O;
LUGO;MURAS;Irixoa (San Xillao);Sabucedo;
LUGO;MURAS;Irixoa (San Xillao);Samil;
LUGO;MURAS;Irixoa (San Xillao);Traveseal, O;
LUGO;MURAS;Irixoa (San Xillao);Vilarcovo;
LUGO;MURAS;Irixoa (San Xillao);Xuncal, O;
LUGO;MURAS;Muras (San Pedro);Abelaira, A;
LUGO;MURAS;Muras (San Pedro);Abeledo;
LUGO;MURAS;Muras (San Pedro);Abidueira, A;
LUGO;MURAS;Muras (San Pedro);Aguias, As;
LUGO;MURAS;Muras (San Pedro);Armada, A;
LUGO;MURAS;Muras (San Pedro);Baxín;
LUGO;MURAS;Muras (San Pedro);Bestemuz;
LUGO;MURAS;Muras (San Pedro);Boca da Grande;
LUGO;MURAS;Muras (San Pedro);Bouzas, As;
LUGO;MURAS;Muras (San Pedro);Brías;
LUGO;MURAS;Muras (San Pedro);Bustelo;
LUGO;MURAS;Muras (San Pedro);Cabana, A;
LUGO;MURAS;Muras (San Pedro);Cabanela, A;
LUGO;MURAS;Muras (San Pedro);Cal, O;
LUGO;MURAS;Muras (San Pedro);Caraceiro;
LUGO;MURAS;Muras (San Pedro);Carballás, Os;
LUGO;MURAS;Muras (San Pedro);Carballosa, A;
LUGO;MURAS;Muras (San Pedro);Casanova da Xestosa, A;
LUGO;MURAS;Muras (San Pedro);Casateita;
LUGO;MURAS;Muras (San Pedro);Casavella, A;
LUGO;MURAS;Muras (San Pedro);Castro, O;
LUGO;MURAS;Muras (San Pedro);Chao de Perros;
LUGO;MURAS;Muras (San Pedro);Chao, O;
LUGO;MURAS;Muras (San Pedro);Coto, O;
LUGO;MURAS;Muras (San Pedro);Couce Mouro;
LUGO;MURAS;Muras (San Pedro);Covelas, As;
LUGO;MURAS;Muras (San Pedro);Cuíñas, As;
LUGO;MURAS;Muras (San Pedro);Curiscada, A;
LUGO;MURAS;Muras (San Pedro);Curralvello;
LUGO;MURAS;Muras (San Pedro);Debodas;
LUGO;MURAS;Muras (San Pedro);Fonte, A;
LUGO;MURAS;Muras (San Pedro);Fraga Chá, A;
LUGO;MURAS;Muras (San Pedro);Freán;
LUGO;MURAS;Muras (San Pedro);Furco;
LUGO;MURAS;Muras (San Pedro);Guimarás;
LUGO;MURAS;Muras (San Pedro);Invernés;
LUGO;MURAS;Muras (San Pedro);Leganitos;
LUGO;MURAS;Muras (San Pedro);Muras;
LUGO;MURAS;Muras (San Pedro);Musdradas;
LUGO;MURAS;Muras (San Pedro);Paleira, A;
LUGO;MURAS;Muras (San Pedro);Pandas, As;
LUGO;MURAS;Muras (San Pedro);Parapar;
LUGO;MURAS;Muras (San Pedro);Pena da Leira, A;
LUGO;MURAS;Muras (San Pedro);Pena da Xelgaiz, A;
LUGO;MURAS;Muras (San Pedro);Perros;
LUGO;MURAS;Muras (San Pedro);Picheira de Musdradas, A;
LUGO;MURAS;Muras (San Pedro);Pico Verde, O;
LUGO;MURAS;Muras (San Pedro);Ponte, A;
LUGO;MURAS;Muras (San Pedro);Porto dos Paos;
LUGO;MURAS;Muras (San Pedro);Porto Novo, O;
LUGO;MURAS;Muras (San Pedro);Prado;
LUGO;MURAS;Muras (San Pedro);Rega, A;
LUGO;MURAS;Muras (San Pedro);Rego da Parede, O;
LUGO;MURAS;Muras (San Pedro);Rioseco;
LUGO;MURAS;Muras (San Pedro);Sanche;
LUGO;MURAS;Muras (San Pedro);Santar de Riba;
LUGO;MURAS;Muras (San Pedro);Sanxillao;
LUGO;MURAS;Muras (San Pedro);Suaschousas;
LUGO;MURAS;Muras (San Pedro);Sumeiro;
LUGO;MURAS;Muras (San Pedro);Ucheiras, As;
LUGO;MURAS;Muras (San Pedro);Valiña, A;
LUGO;MURAS;Muras (San Pedro);Vedille;
LUGO;MURAS;Muras (San Pedro);Vilar da Xestosa, O;
LUGO;MURAS;Muras (San Pedro);Vilar, O;
LUGO;MURAS;Muras (San Pedro);Volta, A;
LUGO;MURAS;Muras (San Pedro);Xelgaiz;
LUGO;MURAS;Silán (Santo Estevo);Cabana;
LUGO;MURAS;Silán (Santo Estevo);Candeal, O;
LUGO;MURAS;Silán (Santo Estevo);Castrosol;
LUGO;MURAS;Silán (Santo Estevo);Cornido;
LUGO;MURAS;Silán (Santo Estevo);Coto;
LUGO;MURAS;Silán (Santo Estevo);Cristo, O;
LUGO;MURAS;Silán (Santo Estevo);Escoiras;
LUGO;MURAS;Silán (Santo Estevo);Ferraría, A;
LUGO;MURAS;Silán (Santo Estevo);Igrexa, A;
LUGO;MURAS;Silán (Santo Estevo);Margarida, A;
LUGO;MURAS;Silán (Santo Estevo);Navallo, O;
LUGO;MURAS;Silán (Santo Estevo);Pallaza, A;
LUGO;MURAS;Silán (Santo Estevo);Pena Grande, A;
LUGO;MURAS;Silán (Santo Estevo);Penas, As;
LUGO;MURAS;Silán (Santo Estevo);Pereiro, O;
LUGO;MURAS;Silán (Santo Estevo);Picheira, A;
LUGO;MURAS;Silán (Santo Estevo);Rúa, A;
LUGO;MURAS;Silán (Santo Estevo);Rubaíño;
LUGO;MURAS;Silán (Santo Estevo);Santiso;
LUGO;MURAS;Silán (Santo Estevo);Torre, A;
LUGO;MURAS;Silán (Santo Estevo);Vilariño;
LUGO;MURAS;Silán (Santo Estevo);Xarraldo;
LUGO;MURAS;Sisto, O (Santa María);Casás, Os;
LUGO;MURAS;Sisto, O (Santa María);Muruás;
LUGO;MURAS;Sisto, O (Santa María);Piocorto;
LUGO;MURAS;Viveiró, O (Santa María);Abidueira, A;
LUGO;MURAS;Viveiró, O (Santa María);Aborbó, O;
LUGO;MURAS;Viveiró, O (Santa María);Astante;
LUGO;MURAS;Viveiró, O (Santa María);Barreira, A;
LUGO;MURAS;Viveiró, O (Santa María);Cal, O;
LUGO;MURAS;Viveiró, O (Santa María);Campo da Cruz, O;
LUGO;MURAS;Viveiró, O (Santa María);Campo do Medio, O;
LUGO;MURAS;Viveiró, O (Santa María);Campos, Os;
LUGO;MURAS;Viveiró, O (Santa María);Casavella, A;
LUGO;MURAS;Viveiró, O (Santa María);Chaos, Os;
LUGO;MURAS;Viveiró, O (Santa María);Corredoira, A;
LUGO;MURAS;Viveiró, O (Santa María);Coruxos, Os;
LUGO;MURAS;Viveiró, O (Santa María);Curro, O;
LUGO;MURAS;Viveiró, O (Santa María);Fonte, A;
LUGO;MURAS;Viveiró, O (Santa María);Forcós;
LUGO;MURAS;Viveiró, O (Santa María);Fornelos;
LUGO;MURAS;Viveiró, O (Santa María);Fra;
LUGO;MURAS;Viveiró, O (Santa María);Igrexa, A;
LUGO;MURAS;Viveiró, O (Santa María);Licencia;
LUGO;MURAS;Viveiró, O (Santa María);Manzoi;
LUGO;MURAS;Viveiró, O (Santa María);Pereira, A;
LUGO;MURAS;Viveiró, O (Santa María);Picheira, A;
LUGO;MURAS;Viveiró, O (Santa María);Pico, O;
LUGO;MURAS;Viveiró, O (Santa María);Porromeo, O;
LUGO;MURAS;Viveiró, O (Santa María);Porto de Cimas;
LUGO;MURAS;Viveiró, O (Santa María);Porto do Rego;
LUGO;MURAS;Viveiró, O (Santa María);Porxestas;
LUGO;MURAS;Viveiró, O (Santa María);Rebordelos, Os;
LUGO;MURAS;Viveiró, O (Santa María);Restrebada, A;
LUGO;MURAS;Viveiró, O (Santa María);Susana, A;
LUGO;MURAS;Viveiró, O (Santa María);Xurrosa;
LUGO;MURAS;Viveiró, O (Santa María);Zanfaño;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Abelleira de Arriba;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Agra Boa, A;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Agra do Fondo, A;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Agro da Area, O;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Bornalle;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Caño, O;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Carballeira, A;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Cova de Xerpe, A;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Cruceiro, O;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Lestón de Abaixo;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Mondelo;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Mureira, A;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Pazo, O;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Ponte da Braña, A;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Pontenova, A;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Priegue;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Rateira, A;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Robaleira, A;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Surribos;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Ventín;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Vilar, O;
CORUÑA, A;MUROS;Abelleira (Santo Estevo);Viña, A;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Areal, O;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Creo;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Fontenla;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Formilla, A;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Fornelos;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Insuela, A;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Laxe, A;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Lestelle;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Maio, O;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Marselle;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Pendente, A;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Portiño, O;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Reboredo;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Ribeira de Creo, A;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Ribeira do Maio, A;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Ribeira do Uía, A;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Riomaior;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Silvosa, A;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Solleiros;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Somorto;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Tras da Costa;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Trión;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Uía, O;
CORUÑA, A;MUROS;Esteiro (Santa Mariña);Xantoque;
CORUÑA, A;MUROS;Louro (Santiago);Ancoradoiro, O;
CORUÑA, A;MUROS;Louro (Santiago);Espadanal, O;
CORUÑA, A;MUROS;Louro (Santiago);Fogareiro, O;
CORUÑA, A;MUROS;Louro (Santiago);Louro;
CORUÑA, A;MUROS;Louro (Santiago);Monte Louro;
CORUÑA, A;MUROS;Louro (Santiago);Rial, O;
CORUÑA, A;MUROS;Louro (Santiago);San Francisco;
CORUÑA, A;MUROS;Louro (Santiago);Seisidre;
CORUÑA, A;MUROS;Louro (Santiago);Sistamares;
CORUÑA, A;MUROS;Louro (Santiago);Taxes;
CORUÑA, A;MUROS;Louro (Santiago);Ventín;
CORUÑA, A;MUROS;Louro (Santiago);Vieta;
CORUÑA, A;MUROS;Louro (Santiago);Vouga, A;
CORUÑA, A;MUROS;Muros (San Pedro);Alivía, A;
CORUÑA, A;MUROS;Muros (San Pedro);Campo de Cortes;
CORUÑA, A;MUROS;Muros (San Pedro);Espírito Santo, O;
CORUÑA, A;MUROS;Muros (San Pedro);Miraflores;
CORUÑA, A;MUROS;Muros (San Pedro);Muíño do Vento, O;
CORUÑA, A;MUROS;Muros (San Pedro);Muros;
CORUÑA, A;MUROS;Muros (San Pedro);San Roque;
CORUÑA, A;MUROS;Muros (San Pedro);Virxe do Camiño, A;
CORUÑA, A;MUROS;Serres (San Xoán);Acea, A;
CORUÑA, A;MUROS;Serres (San Xoán);Anido;
CORUÑA, A;MUROS;Serres (San Xoán);Avesada;
CORUÑA, A;MUROS;Serres (San Xoán);Badernado;
CORUÑA, A;MUROS;Serres (San Xoán);Boa Vista;
CORUÑA, A;MUROS;Serres (San Xoán);Burleo;
CORUÑA, A;MUROS;Serres (San Xoán);Castelo, O;
CORUÑA, A;MUROS;Serres (San Xoán);Portugalete;
CORUÑA, A;MUROS;Serres (San Xoán);Pozo do Cachón, O;
CORUÑA, A;MUROS;Serres (San Xoán);Retorta, A;
CORUÑA, A;MUROS;Serres (San Xoán);Rocha, A;
CORUÑA, A;MUROS;Serres (San Xoán);Serres;
CORUÑA, A;MUROS;Serres (San Xoán);Serres de Arriba;
CORUÑA, A;MUROS;Serres (San Xoán);Valdexería;
CORUÑA, A;MUROS;Sestaio (San Miguel);Arriba;
CORUÑA, A;MUROS;Sestaio (San Miguel);Eiroa, A;
CORUÑA, A;MUROS;Sestaio (San Miguel);Fondo;
CORUÑA, A;MUROS;Sestaio (San Miguel);Sestaio;
CORUÑA, A;MUROS;Tal (Santiago);Area Longa;
CORUÑA, A;MUROS;Tal (Santiago);Cabanas;
CORUÑA, A;MUROS;Tal (Santiago);Cambadas, As;
CORUÑA, A;MUROS;Tal (Santiago);Chabola, A;
CORUÑA, A;MUROS;Tal (Santiago);Parede Nova;
CORUÑA, A;MUROS;Tal (Santiago);Parediña, A;
CORUÑA, A;MUROS;Tal (Santiago);Reimundes;
CORUÑA, A;MUROS;Tal (Santiago);Santa Cataliña;
CORUÑA, A;MUROS;Tal (Santiago);Tal de Abaixo;
CORUÑA, A;MUROS;Tal (Santiago);Tal de Arriba;
CORUÑA, A;MUROS;Torea (San Xián);Amira, A;
CORUÑA, A;MUROS;Torea (San Xián);Cornes;
CORUÑA, A;MUROS;Torea (San Xián);Figueiroa;
CORUÑA, A;MUROS;Torea (San Xián);Lestón de Arriba;
CORUÑA, A;MUROS;Torea (San Xián);Pando;
CORUÑA, A;MUROS;Torea (San Xián);Riomao;
CORUÑA, A;MUROS;Torea (San Xián);San Xián;
CORUÑA, A;MUROS;Torea (San Xián);Torea;
CORUÑA, A;MUROS;Torea (San Xián);Vistavós;
CORUÑA, A;MUXÍA;Bardullas (San Xoán);Baldomar;
CORUÑA, A;MUXÍA;Bardullas (San Xoán);Bardullas;
CORUÑA, A;MUXÍA;Bardullas (San Xoán);Braña, A;
CORUÑA, A;MUXÍA;Bardullas (San Xoán);Grixa, A;
CORUÑA, A;MUXÍA;Bardullas (San Xoán);Toxeira, A;
CORUÑA, A;MUXÍA;Bardullas (San Xoán);Vilarvello;
CORUÑA, A;MUXÍA;Caberta (San Fins);Caberta;
CORUÑA, A;MUXÍA;Caberta (San Fins);Foxo, O;
CORUÑA, A;MUXÍA;Caberta (San Fins);Mintiráns;
CORUÑA, A;MUXÍA;Caberta (San Fins);Sinagoga;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Agar;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Aveeira, A;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Castro, O;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Coucieiro;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Crabeiras, As;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Farrapiña, A;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Lañas;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Montesiños;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Morpeguite;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Pasantes, Os;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Santa Mariña;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Sorna;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Trasufre;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Vilar de Outeiro;
CORUÑA, A;MUXÍA;Coucieiro (San Pedro);Vilarmide;
CORUÑA, A;MUXÍA;Frixe (Santa Locacia);Casa do Monte, A;
CORUÑA, A;MUXÍA;Frixe (Santa Locacia);Castro;
CORUÑA, A;MUXÍA;Frixe (Santa Locacia);Frixe;
CORUÑA, A;MUXÍA;Frixe (Santa Locacia);Grixa, A;
CORUÑA, A;MUXÍA;Frixe (Santa Locacia);Loalo;
CORUÑA, A;MUXÍA;Frixe (Santa Locacia);Vaosilveiro;
CORUÑA, A;MUXÍA;Leis de Nemancos (San Pedro);Leis de Nemancos;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Alberguería;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Añobres;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Armear;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Baiuca, A;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Bergantiños;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Bouzas;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Cartel;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Casas Novas, As;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Castelos, Os;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Chorente;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Condomiña, A;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Figueiras de Abaixo;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Figueiras de Arriba;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Labexo;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Lourido;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Moraime;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Muíños, Os;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Oruxo;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Ribas;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Risamonde;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Serantes;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Vilamaior;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Vilariño, O;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Xanzón;
CORUÑA, A;MUXÍA;Moraime (San Xulián);Xurarantes;
CORUÑA, A;MUXÍA;Morquintián (Santa María);Aboi;
CORUÑA, A;MUXÍA;Morquintián (Santa María);Cuño;
CORUÑA, A;MUXÍA;Morquintián (Santa María);Figueiroa;
CORUÑA, A;MUXÍA;Morquintián (Santa María);Guisamonde;
CORUÑA, A;MUXÍA;Morquintián (Santa María);Martineto;
CORUÑA, A;MUXÍA;Morquintián (Santa María);Morquintián;
CORUÑA, A;MUXÍA;Morquintián (Santa María);Prado;
CORUÑA, A;MUXÍA;Morquintián (Santa María);Vilachán;
CORUÑA, A;MUXÍA;Morquintián (Santa María);Vilela de Morquintián;
CORUÑA, A;MUXÍA;Morquintián (Santa María);Viseo;
CORUÑA, A;MUXÍA;Muxía (Santa María);Muxía;
CORUÑA, A;MUXÍA;Nemiña (San Cristovo);Nemiña;
CORUÑA, A;MUXÍA;Nemiña (San Cristovo);Queiroso;
CORUÑA, A;MUXÍA;Nemiña (San Cristovo);Talón;
CORUÑA, A;MUXÍA;Nemiña (San Cristovo);Vilela de Nemiña;
CORUÑA, A;MUXÍA;Nosa Señora da O (Santa María);On, A;
CORUÑA, A;MUXÍA;Nosa Señora da O (Santa María);Pardiñas;
CORUÑA, A;MUXÍA;Nosa Señora da O (Santa María);Riotorto;
CORUÑA, A;MUXÍA;Nosa Señora da O (Santa María);Sendón;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Agranzón;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Álvaro;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Casa do Monte, A;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Castelo;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Castiñeiro;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Cebráns;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Fumiñeo;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Gatarante, A;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Merexo;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Ozón;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Pedreira, A;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Peropombo;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Quintáns;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Raposa, A;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);San Martiño;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Señores;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Suxo;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Vilar de Sobremonte;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Vilarvello, O;
CORUÑA, A;MUXÍA;San Martiño de Ozón (San Martiño);Vilela;
CORUÑA, A;MUXÍA;Santiso de Vuiturón (San Tirso);Campelo, O;
CORUÑA, A;MUXÍA;Santiso de Vuiturón (San Tirso);Sambade;
CORUÑA, A;MUXÍA;Santiso de Vuiturón (San Tirso);Santiso;
CORUÑA, A;MUXÍA;Santiso de Vuiturón (San Tirso);Vuiturón;
CORUÑA, A;MUXÍA;Touriñán (San Martiño);Campos;
CORUÑA, A;MUXÍA;Touriñán (San Martiño);Moreira;
CORUÑA, A;MUXÍA;Touriñán (San Martiño);Touriñán;
CORUÑA, A;MUXÍA;Vilastose (San Cibrán);Agrodosío;
CORUÑA, A;MUXÍA;Vilastose (San Cibrán);Baltar;
CORUÑA, A;MUXÍA;Vilastose (San Cibrán);Calo;
CORUÑA, A;MUXÍA;Vilastose (San Cibrán);Casanova, A;
CORUÑA, A;MUXÍA;Vilastose (San Cibrán);Cibrán;
CORUÑA, A;MUXÍA;Vilastose (San Cibrán);Grixa, A;
CORUÑA, A;MUXÍA;Vilastose (San Cibrán);Penela, A;
CORUÑA, A;MUXÍA;Vilastose (San Cibrán);Senande;
CORUÑA, A;MUXÍA;Vilastose (San Cibrán);Vilastose;
CORUÑA, A;NARÓN;Castro (Santa María);Agrande, O;
CORUÑA, A;NARÓN;Castro (Santa María);Borrallada, A;
CORUÑA, A;NARÓN;Castro (Santa María);Borreiros;
CORUÑA, A;NARÓN;Castro (Santa María);Calle das Rocas;
CORUÑA, A;NARÓN;Castro (Santa María);Campo das Ratas, O;
CORUÑA, A;NARÓN;Castro (Santa María);Carballosa, A;
CORUÑA, A;NARÓN;Castro (Santa María);Chousa, A;
CORUÑA, A;NARÓN;Castro (Santa María);Costa, A;
CORUÑA, A;NARÓN;Castro (Santa María);Fernande;
CORUÑA, A;NARÓN;Castro (Santa María);Gadoi;
CORUÑA, A;NARÓN;Castro (Santa María);Mata, A;
CORUÑA, A;NARÓN;Castro (Santa María);Nelle;
CORUÑA, A;NARÓN;Castro (Santa María);Pena de Embade, A;
CORUÑA, A;NARÓN;Castro (Santa María);Sobecos, Os;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Ánimas, As;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Bidueiros, Os;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Braña, A;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Bustelo, O;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Cabrita, A;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Calvos, Os;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Carballo Furado, O;
